user_id,n_candidates,n_prior_orders,ndcg10_model,recall10_model,ndcg10_baseline_freq,recall10_baseline_freq,ndcg10_baseline_freq_recency,recall10_baseline_freq_recency
132422,32,4,0.8270433092474515,1.0,0.9493885684853097,1.0,0.9619991470595832,1.0
51713,101,19,0.8611375561264456,0.36,0.9216017310213247,0.36,0.9216017310213247,0.36
59579,10,8,1.0,1.0,0.5,1.0,0.5,1.0
82568,31,4,0.3621576404427382,0.42857142857142855,0.3621576404427382,0.42857142857142855,0.34253478790662806,0.42857142857142855
36687,19,3,0.9197207891481876,1.0,0.6509209298071326,1.0,0.8503449055347546,1.0
35015,34,6,0.4412576003965278,0.4,0.13120507751234178,0.2,0.14606834984270645,0.2
58388,91,22,0.4351085316587033,0.375,0.5726647810251273,0.5,0.5726647810251273,0.5
157037,47,7,0.21398626473452756,0.2,0.11305340175787204,0.2,0.16958010263680806,0.2
203293,21,11,0.0,0.0,0.0,0.0,0.0,0.0
134967,98,18,0.14606834984270645,0.2,0.3156484524795145,0.4,0.27727342735504823,0.4
130608,3,3,1.0,1.0,1.0,1.0,1.0,1.0
119351,45,5,0.9634874376052049,1.0,0.7751482523375255,0.6666666666666666,0.7751482523375255,0.6666666666666666
52761,66,6,0.31833954895937194,0.1875,0.5695785062497355,0.3125,0.47890155528769296,0.25
31601,33,7,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0
87658,30,4,0.6131471927654584,0.5,0.9197207891481876,1.0,0.6131471927654584,0.5
67710,90,12,0.7087212693585175,0.75,0.7668091220635322,0.75,0.7598336331031966,0.75
14142,137,13,0.38775038571783355,0.5,0.22476126319537013,0.3,0.22476126319537013,0.3
19544,57,10,0.0,0.0,0.0,0.0,0.0,0.0
182301,25,7,0.3065735963827292,0.5,0.6131471927654584,0.5,0.6131471927654584,0.5
66959,15,3,0.7678620595110026,0.8,0.7972541056822071,0.8,0.8122682216087223,0.8
14658,15,3,1.0,1.0,0.6052602440527057,1.0,0.8772153153380493,1.0
1070,32,4,0.20815499636142162,0.3333333333333333,0.3910871435522971,0.6666666666666666,0.13032376591037062,0.16666666666666666
18019,51,6,0.3171937659698004,0.6666666666666666,0.3084274278260313,0.6666666666666666,0.3084274278260313,0.6666666666666666
114628,31,4,0.5640920940185894,1.0,0.3706656904013186,1.0,0.9197207891481876,1.0
29630,42,4,0.43067655807339306,1.0,0.6309297535714575,1.0,0.5,1.0
104713,51,17,0.0,0.0,0.0,0.0,0.0,0.0
83447,48,9,0.11751610475642714,0.25,0.0,0.0,0.13012668333070054,0.25
81265,16,6,0.8048099750039491,0.75,0.8318724637288826,0.75,0.8318724637288826,0.75
120591,48,10,0.7116179486056783,0.5454545454545454,0.7222954974312067,0.5454545454545454,0.715550648768261,0.5454545454545454
78208,23,3,0.7887616933979624,0.8333333333333334,0.792884011849373,0.8333333333333334,0.8090791338210652,0.8333333333333334
131514,54,11,0.7538142945344394,0.4117647058823529,0.6809047493604335,0.35294117647058826,0.6785038377365556,0.35294117647058826
52801,19,4,0.3761529544118812,0.5,0.37747370249186,0.5,0.4783411736581312,0.6666666666666666
190897,77,9,0.4528259751851157,0.625,0.24390331138078206,0.25,0.32369784994323025,0.375
900,125,7,0.7564477297898766,0.25925925925925924,0.6242322474067891,0.2222222222222222,0.6520881886359192,0.2222222222222222
59324,25,4,0.0,0.0,0.0,0.0,0.17723928678404774,0.5
187860,29,9,0.5,1.0,0.43067655807339306,1.0,0.43067655807339306,1.0
130689,99,9,0.5135312443624667,0.5,0.24630238874073,0.25,0.24630238874073,0.25
